npsn,nama_sekolah,akreditasi,alamat,kelurahan,kecamatan
20109307,SDIT Buah Hati,A,Jl. H. Baing No. 99 Rt. 11/04,Kampung Tengah,Kramat Jati
,SDIT Buahati Islamic School 2,Tidak Terakreditasi,Jl. Gorda No.74,Lubang Buaya,Cipayung
69929378,SDIT Cahaya Ilmu,Tidak Terakreditasi,Jl. H. Naman No. 44,Pondok Kelapa,Duren Sawit
NP319132,SDIT Citra Sahabat,Tidak Terakreditasi,Jl. M. Kahfi II Gg. Masjid An-Nur No.80,Srengseng Sawah,Jagakarsa
20109420,SDIT Daarul Hasanah,A,Jl. Warung Jati Timur Gg. Al Barkah No. 61,Kalibata,Pancoran
20112418,SDIT Daarul Qur'an Tebet,A,Jl. Palbatu 1 No. 21,Menteng Dalam,T e b e t
20121009,SDIT Daqta,A,Jl. Malaka Hijau No. 45 Malaka Country,Pondok Kopi,Duren Sawit
20109188,SDIT Darul Hikmah,Tidak Terakreditasi,Jl. Pancawarga II No. 38,Cipinang Besar Selatan,Jatinegara
NP478729,SDIT Fatahillah Kebagusan,Tidak Terakreditasi,Jl. Raya Lenteng Agung Gg. Ikhlas No.81,Kebagusan,Pasar Minggu
20110034,SDIT Harapan Ummat,A,Jl. Kesatrian X Rt. 010/003,Kebon Manggis,Matraman
NP682995,SDIT Harum,Tidak Terakreditasi,Jl. Walang Baru V Blok C 1-2,Tugu Utara,K o j a
20109543,SDIT Hidayatullah,A,Jl. Cilangkap Baru No. 99,Cipayung,Cipayung
20106266,SDIT Insan Mandiri,A,Jl. Batu Merah No. 71,Pejaten Timur,Pasar Minggu
20109003,SDIT Mambaul-Ula,A,Jl. Dewi Sartika No. 07,Cililitan,Kramat Jati
69954581,SDIT Permata Bunda,Tidak Terakreditasi,Jl. Kramat Asem Raya No.18,Utan Kayu Selatan,Matraman
20112480,SDIT Segar Amanah,Tidak Terakreditasi,Jl. Naga Raya No. 20,Duren Sawit,Duren Sawit
69867924,SDK Aletheia,Tidak Terakreditasi,Jl. Rajawali Selatan XII No. 4,Gunung Sahari Utara,Sawah Besar
20108516,SDK IPEKA Integrated Christian School (IICS),A,Jl. Komp Taman Meruya Ilir Blok K,Meruya Utara,Kembangan
20109191,SDK Taruna Harapan Bangsa,B,Jl. Tugu No. 7,Cipayung,Cipayung
69755838,SDLB B BUDIDAYA,A,Jl. Raya bogor KM 24.5,Cijantung,Pasar Rebo
20108948,SDLB B Kuntum Mekar 01,B,Jl. Mushalla Blok K.1 No. 21,Tegal Alur,Kalideres
69757216,SDLB B Mawar Putih,A,Jl. Swasembada Barat XI No. 64B,Kebon Bawang,Tanjung Priok
69758113,SDLB BC Insan Harapan,,Jl. Harun Raya Ujung No. 3,Sukabumi Utara,Kebon Jeruk
,SDLB Bhakti Luhur,,Jl. Merak II Blok N3/39 Sektor I,Bintaro,Pesanggrahan
20103057,SDLB C Autis Mandiri,Tidak Terakreditasi,Jl. Jalak XI Blok C 1 No. 9,Bintaro,Pesanggrahan
20103053,SDLB C Budi Waluyo,A,Jl. Bangka Raya Gg. H. Nawar No. 5,Petogogan,Kebayoran Baru
69755839,SDLB C Budidaya,B,Jl. Raya Bogor Km 24.5 No.44,Cijantung,Pasar Rebo
20108947,SDLB C Kuntum Mekar 02,A,Jl. Bima N0. 21,Tegal Alur,Kalideres
20110820,SDLB C Mawar Putih,A,Jl. Swasembada Barat XI No. 64B,Kebon Bawang,Tanjung Priok
,SDLB C Tri Asih II,A,Jl. Karmel Raya No. 2,Kebon Jeruk,Kebon Jeruk
20110151,SDLB C1 Tri Asih 1,,Jl. Y. No. 33,Duri Selatan,Tambora
20110240,SDLB Dharma Asih,,Jl. Prof. Dr. Latumenten No. 1,Jelambar,Grogol Petamburan
20103056,SDLB NURASIH,A,Jl. H. Salim Rawapapan,Bintaro,Pesanggrahan
,SDLB Sarana Terpadu,A,JL. KAHFI I,Jati Padang,Pasar Minggu
20104841,SDN Ancol 01 Pg.,A,Jl. Parang Tritis VI No. 2,Ancol,Pademangan
20104842,SDN Ancol 03,A,Jl. Kampung Muka No. 419,Ancol,Pademangan
20105139,SDN Angke 01 Pg.,A,Jl. Angke Indah Gg. V,Angke,Tambora
20102028,SDN Angke 03 Pg.,A,Jl. Angke Indah Gg. VII,Angke,Tambora
20105143,SDN Angke 05 Pg.,A,Jl. Angke Indah I Gg. V NO.8,Angke,Tambora
20102025,SDN Angke 06 Pg.,A,Jl. Angke Indah Gg. V,Angke,Tambora
20104316,SDN Bale Kambang 01 Pg.,B,Jl. Munggang Gg. Rawa Elok,Balekambang,Kramat Jati
20104315,SDN Bale Kambang 03 Pg.,A,Jl. Gardu Rt. 001/ 02,Balekambang,Kramat Jati
20108665,SDN Balimester 01 Pg.,A,Jl. Matraman Raya No. 226,Bali Mester,Jatinegara
20108668,SDN Balimester 03 Pt.,B,Jl. Matraman Raya No. 177,Bali Mester,Jatinegara
20108976,SDN Balimester 06,B,Jl. Jatinegara Barat IV/ 12,Bali Mester,Jatinegara
20104314,SDN Bambu Apus 01 Pg.,A,Jl. Bambu Apus Raya,Bambu Apus,Cipayung
20104313,SDN Bambu Apus 02 Pg.,A,Jl. Bambu Apus Raya,Bambu Apus,Cipayung
20104312,SDN Bambu Apus 03 Pg.,A,Jl. Bambu Hijau,Bambu Apus,Cipayung
20104311,SDN Bambu Apus 04 Pg.,A,Jl. Laksamana VIII Padepokan TMII,Bambu Apus,Cipayung
20103134,SDN Bangka 01 Pg.,A,Jl. Kemang Timur. XVIII No. 39,Bangka,Mampang Prapatan
20105813,SDN Bangka 03 Pg.,A,Jl. Kemang Timur XI,Bangka,Mampang Prapatan
20103146,SDN Bangka 05 Pg.,A,Jl. Kemang Selatan I,Bangka,Mampang Prapatan
20103145,SDN Bangka 06 Pg.,A,Jl. Kemang Selatan I,Bangka,Mampang Prapatan
20103144,SDN Bangka 07 Pg.,A,Jl. Kemang Timur XI No. 1B,Bangka,Mampang Prapatan
20108989,SDN Baru 01 Pg.,A,Jl. R.A. Fadillah,Baru,Pasar Rebo
20108997,SDN Baru 02 Pg.,A,Jl. R.A. Fadillah Cijantung III,Baru,Pasar Rebo
20108990,SDN Baru 03 Pg.,A,Jl. Gotong Royong,Baru,Pasar Rebo
20108812,SDN Baru 05 Pg.,A,Jl. Puskesmas No. 34,Baru,Pasar Rebo
20108813,SDN Baru 06 Pg.,A,Jl. Puskesmas,Baru,Pasar Rebo
20108670,SDN Baru 07 Pg.,A,Jl. RA. Fadillah Cijantung III,Baru,Pasar Rebo
20109093,SDN Baru 08 Pg.,A,Jl. Sawo,Baru,Pasar Rebo
20104270,SDN Batu Ampar 01 Pg.,A,Jl. Raya Bogor,Batu Ampar,Kramat Jati
20104269,SDN Batu Ampar 02 Pg.,A,Jl. Batu Ampar III No.2,Batu Ampar,Kramat Jati
20104268,SDN Batu Ampar 03 Pg.,A,Jl. Batu Ampar III,Batu Ampar,Kramat Jati
20104266,SDN Batu Ampar 05 Pg.,A,Jl. SMPN 126,Batu Ampar,Kramat Jati
20104265,SDN Batu Ampar 06 Pg.,A,Jl. Batu Jamrut No.20,Batu Ampar,Kramat Jati
20104264,SDN Batu Ampar 07 Pg.,B,Jl. SMPN 126,Batu Ampar,Kramat Jati
20104263,SDN Batu Ampar 08 Pg.,A,Jl. Damai Rt. 007/ 03 No. 60,Batu Ampar,Kramat Jati
20109225,SDN Batu Ampar 09 Pg.,A,Jl. Damai Rt. 007/ 03 No. 60,Batu Ampar,Kramat Jati
20108788,SDN Batu Ampar 10 Pg.,B,Jl. SMPN 126,Batu Ampar,Kramat Jati
20104262,SDN Batu Ampar 11 Pg.,A,Jl. Batu Ampar II No. 88,Batu Ampar,Kramat Jati
20104261,SDN Batu Ampar 12 Pg.,A,Jl. Batu Ampar III,Batu Ampar,Kramat Jati
20104260,SDN Batu Ampar 13 Pg.,A,Jl. Masjid Condet,Batu Ampar,Kramat Jati
20100390,SDN BENDUNGAN HILIR 01.,A,Jl. D. Toba Pejompongan,Bendungan Hilir,Tanah Abang
20100392,SDN Bendungan Hilir 05 Pg.,A,Jl. Danau Limboto no. 9,Bendungan Hilir,Tanah Abang
20100379,SDN Bendungan Hilir 09 Pg.,A,Jl. Danau Tondano No.10,Bendungan Hilir,Tanah Abang
20104481,SDN Bendungan Hilir 12 Pg.,A,Jl. Taman Bend. Jati Luhur,Bendungan Hilir,Tanah Abang
20109019,SDN Bidaracina 01 Pg.,A,Jl. Sensus Raya II No.02,Bidara Cina,Jatinegara
20108387,SDN Bidaracina 03 Pg.,A,Jl. Setia No. 10,Bidara Cina,Jatinegara
20108389,SDN Bidaracina 05 Pg.,A,Jl. Tanjung Lengkong No.51,Bidara Cina,Jatinegara
20103143,SDN Bintaro 01 Pg.,A,Jl. Bintaro Permai III,Bintaro,Pesanggrahan
20103142,SDN Bintaro 02 Pg.,A,Jl. Bintaro Permai III,Bintaro,Pesanggrahan
20105814,SDN Bintaro 03 Pg.,A,Jl. Rawapapan,Bintaro,Pesanggrahan
20103140,SDN Bintaro 04 Pg.,A,Jl. Rawa Papan,Bintaro,Pesanggrahan
20103139,SDN Bintaro 05 Pg.,B,Jl. Komplek. IKPN,Bintaro,Pesanggrahan
20103137,SDN Bintaro 08 Pg.,B,Jl. MKJ III Bintaro,Bintaro,Pesanggrahan
20103136,SDN Bintaro 09 Pg.,B,Jl. MKJ III,Bintaro,Pesanggrahan
20103149,SDN Bintaro 12 Pg.,A,Jl. Kesehatan VI,Bintaro,Pesanggrahan
20103150,SDN Bintaro 13 Pg.,A,Jl. Kesehatan VI,Bintaro,Pesanggrahan
20103159,SDN Bintaro 14 Pg.,A,Jl. Mawar Dalam III,Bintaro,Pesanggrahan
20103161,SDN Bukit Duri 01 Pg.,A,Jl. Bukit Duri Tanjakan,Bukit Duri,T e b e t
20103163,SDN Bukit Duri 03 Pg.,A,Jl. Peruk No. 32,Bukit Duri,T e b e t
20105821,SDN Bukit Duri 05 Pg.,A,Jl. Peruk Bukit DuriNo. 32,Bukit Duri,T e b e t
20103155,SDN Bukit Duri 09 Pg.,B,Jl. Bukit Duri Tanjakan,Bukit Duri,T e b e t
20103154,SDN Bukit Duri 10 Pt.,B,Jl. Bukit Duri Tanjakan,Bukit Duri,T e b e t
20103153,SDN Bukit Duri 11 Pg.,A,Jl. Bukit Duri Tanjakan,Bukit Duri,T e b e t
20100370,SDN Bungur 01 Pg.,A,Jl. Angsana No. 4,Bungur,S e n e n
20100372,SDN Bungur 03,A,Jl. Angsana No. 4,Bungur,S e n e n
20104259,SDN Cakung Barat 01 Pg.,A,Jl. Raya Bekasi Km. 23,Cakung Barat,Cakung
20104258,SDN Cakung Barat 02,A,Jl. Raya Bekasi Km. 23,Cakung Barat,Cakung
20104257,SDN Cakung Barat 03 Pg.,A,Jl. Raya Bekasi Km. 23,Cakung Barat,Cakung
20104256,SDN Cakung Barat 04 Pg.,A,Jl. Tipar Cakung,Cakung Barat,Cakung
20104255,SDN Cakung Barat 05 Pg.,A,Jl. Raya Bekasi Km. 23,Cakung Barat,Cakung
20104271,SDN Cakung Barat 06 Pg.,B,Jl. P. Komarudin Rt. 004/03,Cakung Barat,Cakung
20104272,SDN Cakung Barat 07 Pg.,B,Jl. P. Komarudin,Cakung Barat,Cakung
20104273,SDN Cakung Barat 08 Pg.,A,Jl. Tipar Cakung No. 77,Cakung Barat,Cakung
20104283,SDN Cakung Barat 15 Pg.,B,JL. TIPAR CAKUNG KP.BARU,Cakung Barat,Cakung
20104280,SDN Cakung Barat 18 Pt.,A,Jl. Raya Bks Km. 23,Cakung Barat,Cakung
20104278,SDN Cakung Timur 01 Pg.,B,Jl. Raya Bekasi KM 25,Cakung Timur,Cakung
20104277,SDN Cakung Timur 02 Pg.,B,Jl. Tambun Rengas Rt. 02/ 07,Cakung Timur,Cakung
20104276,SDN Cakung Timur 03 Pg.,A,JL. KAYU TINGGI,Cakung Timur,Cakung
20104275,SDN Cakung Timur 04 Pg.,A,Jl. Kayu Tinggi,Cakung Timur,Cakung
20104274,SDN Cakung Timur 05 Pg.,B,Jl. Tambun Rengas,Cakung Timur,Cakung
20104254,SDN Cakung Timur 06 Pg.,A,Jl. Kayu Tinggi,Cakung Timur,Cakung
20109211,SDN Cakung Timur 09 Pg.,A,Jl. Kayu Tinggi,Cakung Timur,Cakung
20104383,SDN Cawang 01 Pg.,A,Jl. Dewi Sartika No. 200,Cawang,Kramat Jati
20104381,SDN Cawang 03 Pg.,A,JL. TAMAN HARAPAN,Cawang,Kramat Jati
20104380,SDN Cawang 04,B,Jl. Jaani Nasir,Cawang,Kramat Jati
20104379,SDN Cawang 05 Pg.,A,Jl. Dewi Sartika No. 200,Cawang,Kramat Jati
20104377,SDN Cawang 07 Pg.,B,Jl. Ja'ani Nasir,Cawang,Kramat Jati
20104375,SDN Cawang 09 Pg.,A,Jl. Mesjid Bendungan III,Cawang,Kramat Jati
20104373,SDN Cawang 11 Pg.,B,Jl. Cawang III,Cawang,Kramat Jati
20104372,SDN CAWANG 12,A,Cawang III,Cawang,Kramat Jati
20104369,SDN Ceger 01 Pg.,A,Jl. SMP 222,Ceger,Cipayung
20104385,SDN Ceger 02 Pg.,A,Jl. Masjid No. 10,Ceger,Cipayung
20104482,SDN Cempaka Baru 01,A,Jl. Cempaka Baru VII/ 45,Cempaka Baru,Kemayoran
20104484,SDN Cempaka Baru 03 Pg.,B,Jl. Harapan Jaya No. 37,Cempaka Baru,Kemayoran
20104485,SDN Cempaka Baru 05 Pg.,B,Jl. Sumur Batu Raya,Cempaka Baru,Kemayoran
20104487,SDN Cempaka Baru 07 Pg.,A,Jl. Sumur Batu Raya,Cempaka Baru,Kemayoran
20104488,SDN Cempaka Baru 09 Pg.,A,Jl. F.3 Komplek Listrik,Cempaka Baru,Kemayoran
20104489,SDN Cempaka Baru 11 Pg.,A,Jl. Remaja II,Cempaka Baru,Kemayoran
20104490,SDN Cempaka Baru 12 Pg.,B,Jl. Remaja II NO.59,Cempaka Baru,Kemayoran
20104491,SDN Cempaka Baru 13 Pg.,A,Jl. Remaja II No. 57,Cempaka Baru,Kemayoran
20104492,SDN Cempaka Baru 14 Pg.,B,Jl. Remaja II,Cempaka Baru,Kemayoran
20100374,SDN Cempaka Putih Barat 01 Pg,A,Jl. Cempaka Putih Barat II/G,Cempaka Putih Barat,Cempaka Putih
20100375,SDN Cempaka Putih Barat 03 Pg,A,Jl. Pangkalan Asem No. 14,Cempaka Putih Barat,Cempaka Putih
20100377,SDN Cempaka Putih Barat 05 Pg.,A,JL. CEMPAKA III/44,Cempaka Putih Barat,Cempaka Putih
20100378,SDN Cempaka Putih Barat 07 Pg.,B,Jl. Percetakan Negara Raya No. 16,Cempaka Putih Barat,Cempaka Putih
20100521,SDN Cempaka Putih Barat 15 Pg.,A,Jl. Cempaka Putih Barat XIX,Cempaka Putih Barat,Cempaka Putih
20100522,SDN Cempaka Putih Barat 17 Pg.,B,Jl. Cempaka Putih Barat XIV No. F 15,Cempaka Putih Barat,Cempaka Putih
20100523,SDN Cempaka Putih Barat 19 Pg.,A,Jl. Pangkalan Asem Gang II,Cempaka Putih Barat,Cempaka Putih
20100528,SDN Cempaka Putih Timur 01 Pg.,A,Jl. Rawasari Tim. IV/ 2,Cempaka Putih Timur,Cempaka Putih
20100530,SDN Cempaka Putih Timur 03 Pg.,B,Jl. Rawasari Barat I,Cempaka Putih Timur,Cempaka Putih
20105145,SDN Cengkareng Barat 01 Pg.,A,Jl. Utama Raya Nomor 41,Cengkareng Barat,Cengkareng
20105146,SDN Cengkareng Barat 02 Pt.,A,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng
20102023,SDN Cengkareng Barat 03 Pg.,A,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng
20102022,SDN Cengkareng Barat 04 Pg.,B,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng
20105149,SDN Cengkareng Barat 05 Pg.,A,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng
20102034,SDN Cengkareng Barat 06 Pt.,B,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng
20105151,SDN Cengkareng Barat 07 Pg.,B,Jl. Rawa Kramat Rt.04/04,Cengkareng Barat,Cengkareng
20105152,SDN Cengkareng Barat 08 Pt.,B,Jl. Rawa Keramat,Cengkareng Barat,Cengkareng
20105153,SDN Cengkareng Barat 09 Pg.,A,Jl. Bambu Larangan Rt.003/05,Cengkareng Barat,Cengkareng
20102044,SDN Cengkareng Barat 11 Pg.,B,Jl. Raya Cenderawasih X No. 7,Cengkareng Barat,Cengkareng
20105156,SDN Cengkareng Barat 12 Pg.,A,Jl. Utama Raya No. 41,Cengkareng Barat,Cengkareng
20105157,SDN Cengkareng Barat 13 Pg.,A,Jl. Jaya 25,Cengkareng Barat,Cengkareng
20105158,SDN Cengkareng Barat 14 Pg.,B,Jl. Jaya VIII Rt.02/10,Cengkareng Barat,Cengkareng
20105159,SDN Cengkareng Barat 15 Pg.,A,Jl. Flamboyan Jaya VIII Rt.002/010,Cengkareng Barat,Cengkareng
20105160,SDN Cengkareng Barat 16 Pg.,A,Jl. Flamboyan VI No.2,Cengkareng Barat,Cengkareng
20105161,SDN Cengkareng Barat 17 Pt.,A,Jl. Flamboyan VI,Cengkareng Barat,Cengkareng
20105163,SDN Cengkareng Barat 19 Pg.,A,Jl. Rawa Bengkel Rt.04/07,Cengkareng Barat,Cengkareng
20108950,SDN Cengkareng Barat 20 Pt.,A,Jl. Jaya VIII,Cengkareng Barat,Cengkareng
20105165,SDN Cengkareng Timur 01 Pg.,A,Jl. Daan Mogot Km. 14,Cengkareng Timur,Cengkareng
20105167,SDN Cengkareng Timur 03 Pg.,A,Jl. Bangun Nusa III No.21,Cengkareng Timur,Cengkareng
20105168,SDN Cengkareng Timur 04 Pt.,B,Jl. Bangun Nusa III Rt.006/02,Cengkareng Timur,Cengkareng
20105169,SDN Cengkareng Timur 05 Pg.,B,Jl. Kamal Raya No. 12,Cengkareng Timur,Cengkareng
20105171,SDN Cengkareng Timur 07 Pg.,A,Jl. Fajar Baru Utara No.7,Cengkareng Timur,Cengkareng
20105172,SDN Cengkareng Timur 09 Pg.,A,Jl. Fajar Baru Utara No.41,Cengkareng Timur,Cengkareng
20105173,SDN Cengkareng Timur 10 Pg.,B,Jl. Fajar Baru Selatan,Cengkareng Timur,Cengkareng
20102107,SDN Cengkareng Timur 11 Pt.,A,Jl. Fajar Baru Selatan,Cengkareng Timur,Cengkareng
20105175,SDN Cengkareng Timur 12 Pg.,A,Jl. Fajar Baru Selatan,Cengkareng Timur,Cengkareng
20105176,SDN Cengkareng Timur 13 Pt.,B,Jl. Fajar Baru Selatan,Cengkareng Timur,Cengkareng
20105177,SDN Cengkareng Timur 14 Pg.,A,Jl. Bangun Nusa Raya,Cengkareng Timur,Cengkareng
20105178,SDN Cengkareng Timur 15 Pg.,A,Jl . Bangun Nusa Raya,Cengkareng Timur,Cengkareng
20102104,SDN Cengkareng Timur 16 Pt.,A,Jl . Bangun Nusa Raya,Cengkareng Timur,Cengkareng
20105180,SDN Cengkareng Timur 17 Pg.,A,Jl. Angsana Raya No.46,Cengkareng Timur,Cengkareng
20105181,SDN Cengkareng Timur 18 Pg.,A,Jl. Angsana Raya,Cengkareng Timur,Cengkareng
20102116,SDN Cengkareng Timur 19 Pt.,A,Jl. Angsana Raya,Cengkareng Timur,Cengkareng
20102117,SDN Cengkareng Timur 20 Pt.,B,Jl. Fajar Baru Utara,Cengkareng Timur,Cengkareng
20109049,SDN Cengkareng Timur 21 Pg.,A,Jl. Outer Ring Road Kayu Besar Cengkareng Timur,Cengkareng Barat,Cengkareng
20102130,SDN Cengkareng Timur 22 Pt.,B,Jl. Bangun Nusa Raya Rt 011/ Rw013,Cengkareng Timur,Cengkareng
20104403,SDN Cibubur 01 Pg.,A,Jl. Masjid Fathul Gofur,Cibubur,Ciracas
20104401,SDN Cibubur 03 Pg.,A,Jl. Cibubur I,Cibubur,Ciracas
20104400,SDN Cibubur 04 Pg.,A,Jl. Cibubur I,Cibubur,Ciracas
20109115,SDN Cibubur 05 Pg.,A,Jl. Taruna Jaya Cibubur,Cibubur,Ciracas
20108671,SDN Cibubur 09 Pg.,A,Jl. Bulak Ringin,Cibubur,Ciracas
20109151,SDN Cibubur 10 Pg.,A,Jl. Bulak Ringin Rt. 06/ 03 No. 1 A,Cibubur,Ciracas
20108672,SDN Cibubur 11 Pg.,A,Jl. Cibubur I,Cibubur,Ciracas
20104498,SDN Cideng 02 Pg.,A,Jl. Lematang No. 2,Cideng,Gambir
20104499,SDN Cideng 04 Pg.,A,Jl. Cilamaya No. 1,Cideng,Gambir
20104501,SDN Cideng 07 Pg.,B,Jl. Sangihe No. 26,Cideng,Gambir
20104503,SDN Cideng 09 Pg.,A,Jl. Cimalaya No. 1,Cideng,Gambir
20104504,SDN Cideng 10 Pg.,A,Jl. Cilamaya No. 1,Cideng,Gambir
20104506,SDN Cideng 13 Pg.,A,Jl. Cilamaya No. 1,Cideng,Gambir
20103151,SDN Ciganjur 01,A,Jl. Damai II,Ciganjur,Jagakarsa
20103133,SDN Ciganjur 02,A,JL. WARUNG SILAH,Ciganjur,Jagakarsa
20105828,SDN Ciganjur 04 Pg.,A,Jl. H. Montong No. 53,Ciganjur,Jagakarsa
20103114,SDN Ciganjur 05 Pg.,A,Jl. H. Montong RT.005/02 No. 53,Ciganjur,Jagakarsa
20108814,SDN Cijantung 01 Pg.,A,Jl. Pertengahan,Cijantung,Pasar Rebo
20109179,SDN Cijantung 02 Pg.,A,Jl. Pertengahan Gg. Kramat I,Cijantung,Pasar Rebo
20108815,SDN Cijantung 03 Pg.,A,Jl. R.A. Fadillah No. 1,Cijantung,Pasar Rebo
20108816,SDN Cijantung 05 Pg.,A,Jl. Pertengahan N0 4,Cijantung,Pasar Rebo
20108817,SDN Cijantung 06 Pg.,B,Jl. Gongseng Raya RT010/01,Cijantung,Pasar Rebo
20109262,SDN Cijantung 07 Pg.,A,Jl. Gongseng Raya,Cijantung,Pasar Rebo
20108820,SDN Cijantung 11 Pt.,B,Jl. Pertengahan No.1 Rt.06/07,Cijantung,Pasar Rebo
20104508,SDN Cikini 01 Pg.,A,Jl. Cidurian No. 2 A,Cikini,Menteng
20104509,SDN Cikini 02,B,Jl. Cidurian No. 2 A,Cikini,Menteng
20103112,SDN Cikoko 01 Pg.,A,Jl. Cikoko Barat IV No.19,Cikoko,Pancoran
20109302,SDN Cikoko 03 Pg.,A,Jl. Cikoko Barat III,Cikoko,Pancoran
20105830,SDN Cilandak Barat 01 Pg.,A,Jl. BDN I No. 72,Cilandak Barat,Cilandak
20105831,SDN Cilandak Barat 03 Pg.,A,Jl. Tanjung Komplek MPR,Cilandak Barat,Cilandak
20103106,SDN Cilandak Barat 04 Pg.,A,Jl. BNI 46 No. 35,Cilandak Barat,Cilandak
20105832,SDN Cilandak Barat 06 Pg.,A,Jl. BDN I No. 72,Cilandak Barat,Cilandak
20105833,SDN Cilandak Barat 07 Pg.,A,Jl. Caringin Timur No. 40,Cilandak Barat,Cilandak
20105834,SDN Cilandak Barat 08 Pg.,A,Jl. Tmn Wijaya Kusuma V,Cilandak Barat,Cilandak
20105837,SDN Cilandak Barat 12 Pg.,B,Jl. Tmn Wijaya Kusuma III,Cilandak Barat,Cilandak
20105838,SDN Cilandak Barat 13 Pg.,B,Jl. Tmn Wijaya Kusuma III,Cilandak Barat,Cilandak
20105840,SDN Cilandak Barat 15 Pg.,A,Jl. Pangeran Antasari No.56,Cilandak Barat,Cilandak
20105841,SDN Cilandak Barat 17 Pg.,A,Jl. R.A Kartini Gg Ampera,Cilandak Barat,Cilandak
20105842,SDN Cilandak Barat 19 Pg.,A,Jl. Intan Ujung Rt. 002/ 02 no. 19,Cilandak Barat,Cilandak
20103104,SDN Cilandak Timur 01 Pg.,A,Jl. KKO Cilandak,Cilandak Timur,Pasar Minggu
20103103,SDN Cilandak Timur 02 Pt.,A,Jl. Raya Cilandak KKO,Cilandak Timur,Pasar Minggu
20103116,SDN Cilandak Timur 03 Pg.,A,Jl.Memed Raya,Cilandak Timur,Pasar Minggu
20103118,SDN Cilandak Timur 05 Pg.,B,Jl. Jeruk Purut.,Cilandak Timur,Pasar Minggu
20104396,SDN Cilangkap 01 Pg.,A,Jl. Mabes TNI Cilangkap,Cilangkap,Cipayung
20104394,SDN Cilangkap 03 Pg.,A,"Jl. Mabes TNI , SEPAKAT 1",Cilangkap,Cipayung
20104393,SDN Cilangkap 04 Pg.,A,Jl. Raya Munjul,Cilangkap,Cipayung
20104391,SDN Cililitan 01 Pg.,A,Jl. Kumbang No. 57,Cililitan,Kramat Jati
20104390,SDN Cililitan 02 Pg.,A,Jl. Raya Condet Gg. Anggrek No. 40A,Cililitan,Kramat Jati
20104389,SDN Cililitan 03 Pg.,A,Jl. Ciliwung Rt. 08/ 016,Cililitan,Kramat Jati
20104844,SDN Cilincing 01 Pg.,A,Jl. Bhakti IX No.63,Cilincing,Cilincing
20104845,SDN Cilincing 02 Pg.,A,Jl. Bhakti VI,Cilincing,Cilincing
20101026,SDN Cilincing 03 Pg.,B,Jl. Sungai Landak no.36,Cilincing,Cilincing
20101028,SDN Cilincing 05 Pg.,A,Jl. Baru Gg II No.2A,Cilincing,Cilincing
20101013,SDN Cilincing 06 Pg.,A,Jl. Sungai Landak No. 37,Cilincing,Cilincing
20104846,SDN Cilincing 07 Pg.,A,Jl. Bulak Cabe,Cilincing,Cilincing
20104847,SDN Cilincing 08 Pg.,A,Jl. Pedongkelan Rt. 001/ 06,Cilincing,Cilincing
20101010,SDN Cilincing 09,A,Jl. Bhakti VIII No. 12,Cilincing,Cilincing
20100994,SDN Cilincing 11 Pt.,A,Jl. Baru Gg. II,Cilincing,Cilincing
20104368,SDN Cipayung 01 Pg.,A,Jl. Komp. Perwira TNI AD,Cipayung,Cipayung
20104367,SDN Cipayung 02 Pg.,A,Jl. Komp. Perwira TNI AD,Cipayung,Cipayung
20104347,SDN Cipayung 03 Pg.,A,Jl. Pelatnas PBSI,Cipayung,Cipayung
20104346,SDN Cipayung 04 Pg.,A,Jl. SMAN 64,Cipayung,Cipayung
20104344,SDN Cipayung 05 Pg.,A,Jl. Bambu Petung,Cipayung,Cipayung
20105846,SDN Cipedak 01 Pg.,A,Jl. R.M.Moh. Khahfi I,Cipedak,Jagakarsa
20105847,SDN Cipedak 02 Pt.,A,Jl. R.M.Moh. Khahfi I,Cipedak,Jagakarsa
20105848,SDN Cipedak 03,A,JL. TIMBUL,Cipedak,Jagakarsa
20105849,SDN Cipedak 05 Pg.,A,"Jl.Moh. Kahfi I , Gg.Swadaya",Cipedak,Jagakarsa
20105850,SDN Cipedak 06 Pg.,A,Jl. Swadaya Rt. 001/ 02,Cipedak,Jagakarsa
20105851,SDN Cipete Selatan 01 Pg.,A,Jl. Asem II,Cipete Selatan,Cilandak
20105853,SDN Cipete Selatan 03,A,Jl. Anggur II Komplek BRI No. 114,Cipete Selatan,Cilandak
20105855,SDN Cipete Selatan 05 Pg.,A,Jl. Mawar,Cipete Selatan,Cilandak
20103126,SDN Cipete Utara 01,B,Jl. RS. Fatmawati No. 1,Cipete Utara,Kebayoran Baru
20105860,SDN Cipete Utara 05 Pg.,A,Jl. K. H. Naim III,Cipete Utara,Kebayoran Baru
20105861,SDN Cipete Utara 07 Pg.,A,Jl. KH. Naim III,Cipete Utara,Kebayoran Baru
20105862,SDN Cipete Utara 09 Pg.,A,Jl. Kirai Ujung No.1,Cipete Utara,Kebayoran Baru
20105863,SDN Cipete Utara 10 Pg.,A,Jl. Kirai Ujung No.1,Cipete Utara,Kebayoran Baru
